host,open_ports,vuln_score,critical_vulns,service_http_open,service_ssh_open,service_rdp_open,snort_alert,device_type,geo_location_risk,avg_packet_size,scan_hour,label,device_type_encoded,predicted_label
host_5161,16,9.63,0,0,1,1,0,server,0,318.69,17,1,3,1
host_5162,87,0.72,1,1,0,0,1,server,0,264.96,10,1,3,1
host_5164,3,0.8,2,1,0,1,0,router,1,316.19,17,1,2,1
host_5165,21,7.51,2,0,1,0,0,server,0,297.94,10,1,3,1
host_5168,36,5.62,0,0,1,0,1,server,0,176.17,19,1,3,1
host_5170,62,7.15,1,1,0,0,0,router,0,302.57,15,1,2,1
host_5171,42,4.87,1,1,0,1,1,server,0,285.51,11,1,3,1
host_5172,76,4.25,1,0,0,0,0,endpoint,1,283.94,1,1,1,1
host_5173,42,4.26,3,0,0,0,0,router,0,265.96,7,1,2,1
host_5174,61,8.72,1,0,0,0,1,endpoint,0,354.3,20,1,1,1
host_5177,54,3.39,1,0,1,0,0,server,1,247.18,6,1,3,1
host_5179,8,8.61,1,1,0,1,1,server,0,294.78,2,1,3,1
host_5180,59,1.47,2,1,0,0,1,endpoint,0,364.71,11,1,1,1
host_5181,57,9.09,1,0,0,0,0,endpoint,0,310.4,1,1,1,1
host_5182,40,2.83,0,0,0,0,1,IoT,0,249.77,3,1,0,1
host_5183,59,8.99,0,0,0,0,0,IoT,0,258.77,4,1,0,1
host_5184,2,7.91,4,0,0,0,0,server,0,359.05,20,1,3,1
host_5186,94,6.69,3,1,1,0,1,endpoint,0,300.34,3,1,1,1
host_5187,76,3.26,1,0,0,0,1,endpoint,0,331.99,1,1,1,1
host_5190,11,4.02,0,0,0,0,1,router,0,214.34,20,1,2,1
host_5191,79,7.65,3,0,0,0,0,IoT,0,262.62,17,1,0,1
host_5193,81,8.39,3,0,0,0,1,server,1,363.55,0,1,3,1
host_5196,50,9.42,1,0,0,0,0,endpoint,0,294.89,15,1,1,1
host_5198,90,6.46,3,1,0,0,0,endpoint,0,291.05,23,1,1,1
host_5199,23,7.12,0,0,0,0,0,server,0,353.9,12,1,3,1
host_5200,18,9.18,0,0,0,0,1,endpoint,0,275.67,18,1,1,1
host_5201,62,2.49,3,0,1,0,0,endpoint,0,185.05,23,1,1,1
host_5202,96,6.13,1,1,0,0,0,endpoint,1,371.39,11,1,1,1
host_5204,38,0.12,3,0,0,0,0,server,0,259.0,7,1,3,1
host_5206,38,3.25,0,1,1,0,1,endpoint,0,333.45,18,1,1,1
host_5207,67,5.65,4,0,0,0,0,server,0,296.5,8,1,3,1
host_5208,94,8.81,2,0,0,0,0,endpoint,0,351.71,19,1,1,1
host_5209,61,7.91,0,1,0,0,0,endpoint,1,255.93,22,1,1,1
host_5212,45,2.86,1,1,0,0,0,router,1,356.28,5,1,2,1
host_5213,96,3.67,3,0,0,0,0,server,0,323.16,15,1,3,1
host_5214,28,6.22,0,1,0,0,1,server,0,402.64,7,1,3,1
host_5217,27,9.01,1,1,0,0,0,server,0,213.45,8,1,3,1
host_5218,7,7.05,2,1,0,0,0,endpoint,0,319.47,4,1,1,1
host_5219,22,7.97,2,0,0,0,0,server,0,342.69,2,1,3,1
host_5221,53,2.07,1,0,0,0,0,endpoint,1,350.73,17,1,1,1
host_5223,79,8.29,2,0,0,1,0,endpoint,0,261.66,3,1,1,1
host_5224,4,6.96,0,0,0,0,0,endpoint,1,269.22,10,1,1,1
host_5228,88,0.31,4,0,0,1,0,router,0,364.52,21,1,2,1
host_5229,84,1.19,3,0,0,0,0,endpoint,0,299.98,20,1,1,1
host_5230,84,3.12,3,0,1,0,1,router,0,169.3,18,1,2,1
host_5232,33,1.21,5,0,0,0,1,server,0,265.74,6,1,3,1
host_5233,28,1.2,3,1,0,0,0,router,0,373.05,1,1,2,1
host_5234,8,7.26,4,0,1,0,0,server,0,263.15,17,1,3,1
host_5236,37,5.34,3,0,0,0,0,endpoint,0,265.41,12,1,1,1
host_5238,22,9.77,2,0,0,0,0,endpoint,0,274.37,14,1,1,1
host_5240,21,1.81,3,0,1,0,0,endpoint,0,308.83,7,1,1,1
host_5242,35,1.36,2,0,0,0,1,router,0,277.47,7,1,2,1
host_5244,5,5.68,0,1,1,1,1,server,0,352.44,18,1,3,1
host_5245,60,9.71,2,0,0,0,0,server,0,332.94,11,1,3,1
host_5246,46,8.83,3,0,0,1,0,server,0,380.54,8,1,3,1
host_5247,50,9.46,1,0,0,0,0,server,0,331.14,1,1,3,1
host_5249,6,8.68,3,1,0,0,0,server,0,238.3,17,1,3,1
host_5252,59,7.2,1,0,0,0,0,server,0,198.47,4,1,3,1
host_5253,29,1.61,4,0,0,1,0,endpoint,0,370.14,5,1,1,1
host_5254,71,6.33,3,1,0,0,0,endpoint,1,279.56,6,1,1,1
host_5256,18,2.93,0,0,0,0,0,server,1,298.26,10,1,3,1
host_5257,2,9.21,1,0,0,0,0,router,0,257.65,7,1,2,1
host_5258,8,1.72,2,0,0,0,1,IoT,0,248.18,4,1,0,1
host_5260,97,4.44,4,1,0,0,1,server,0,369.2,2,1,3,1
host_5261,54,8.51,0,0,0,1,0,endpoint,0,484.47,2,1,1,1
host_5264,27,9.0,2,0,0,0,0,server,0,289.11,12,1,3,1
host_5267,43,7.78,0,0,0,0,0,endpoint,0,265.59,0,1,1,1
host_5269,31,8.32,1,0,1,0,0,endpoint,0,351.76,15,1,1,1
host_5271,96,9.21,1,0,0,0,0,endpoint,1,251.48,0,1,1,1
host_5272,61,9.35,2,0,0,0,0,endpoint,0,284.25,2,1,1,1
host_5274,67,0.34,5,0,0,0,0,endpoint,1,241.56,8,1,1,1
host_5275,91,9.9,3,0,0,0,0,router,0,273.85,23,1,2,1
host_5277,95,5.72,5,0,0,0,0,server,0,313.67,0,1,3,1
host_5278,15,6.16,1,1,0,0,1,server,0,346.72,10,1,3,1
host_5279,16,7.9,4,1,0,0,0,server,0,242.97,16,1,3,1
host_5280,13,8.12,2,0,0,0,0,server,0,277.48,1,1,3,1
host_5282,75,2.37,1,0,0,0,1,server,0,171.97,11,1,3,1
host_5283,59,8.77,2,1,0,0,0,server,0,236.68,7,1,3,1
host_5284,21,8.2,3,1,0,1,0,router,0,360.77,12,1,2,1
host_5285,54,6.18,4,1,1,0,0,router,0,251.33,2,1,2,1
host_5286,75,9.95,0,1,1,0,0,endpoint,0,387.9,13,1,1,1
host_5287,30,7.35,0,1,0,0,0,server,0,358.42,11,1,3,1
host_5289,35,8.47,3,0,0,0,0,endpoint,0,327.06,12,1,1,1
host_5292,31,3.21,2,1,0,1,0,server,1,300.94,18,1,3,1
host_5293,78,7.64,1,0,0,0,0,server,0,331.85,11,1,3,1
host_5294,24,9.6,0,0,0,0,0,server,0,226.25,12,1,3,1
host_5295,49,2.76,3,0,0,0,0,endpoint,0,294.11,1,1,1,1
host_5296,96,2.47,1,0,0,1,1,IoT,0,276.86,12,1,0,1
host_5298,55,8.12,0,0,1,0,0,endpoint,0,273.32,12,1,1,1
host_5299,79,7.47,1,1,0,0,0,IoT,0,308.76,11,1,0,1
host_5301,99,6.31,2,0,1,0,1,server,0,288.29,20,1,3,1
host_5302,3,2.42,2,0,0,0,1,endpoint,0,297.19,20,1,1,1
host_5305,85,8.84,4,0,0,0,0,server,0,273.98,14,1,3,1
host_5306,10,1.13,3,0,0,0,0,endpoint,0,346.48,2,1,1,1
host_5307,83,6.8,4,1,0,1,0,endpoint,0,294.06,19,1,1,1
host_5311,29,3.23,3,0,0,0,0,endpoint,0,303.55,14,1,1,1
host_5313,43,7.53,1,0,1,1,0,endpoint,0,306.58,1,1,1,1
host_5315,74,7.26,1,1,0,0,0,endpoint,0,238.57,10,1,1,1
host_5319,20,9.76,6,0,0,0,0,IoT,0,298.99,11,1,0,1
host_5321,83,2.08,1,0,1,0,1,router,0,291.61,0,1,2,1
host_5322,87,9.12,2,0,0,1,0,router,0,312.61,0,1,2,1
host_5324,11,8.34,3,0,0,1,0,server,0,276.16,17,1,3,1
host_5328,69,9.23,1,0,0,0,0,endpoint,0,292.51,5,1,1,1
host_5332,51,3.71,0,0,1,0,1,endpoint,0,330.95,19,1,1,1
host_5333,21,7.05,0,0,0,1,0,server,0,225.49,20,1,3,1
host_5334,12,3.85,2,0,0,0,1,server,0,295.82,21,1,3,1
host_5335,50,2.46,4,0,0,0,0,endpoint,0,278.16,12,1,1,1
host_5340,25,7.07,0,1,0,0,0,endpoint,0,337.65,13,1,1,1
host_5341,14,9.75,0,1,1,1,0,endpoint,0,220.75,9,1,1,1
host_5343,32,7.73,1,0,0,0,0,router,0,281.35,11,1,2,1
host_5344,11,0.88,0,0,0,0,1,endpoint,0,236.53,3,1,1,1
host_5349,54,8.83,1,0,0,0,0,endpoint,0,295.63,22,1,1,1
host_5350,82,9.44,0,1,0,0,0,endpoint,0,274.32,5,1,1,1
host_5351,87,1.01,3,0,1,0,0,router,1,241.14,10,1,2,1
host_5352,75,2.72,2,0,0,0,1,server,0,267.73,23,1,3,1
host_5353,21,9.79,3,0,0,0,0,server,0,296.68,22,1,3,1
host_5355,5,6.93,0,0,0,0,1,server,0,319.57,8,1,3,1
host_5359,89,8.56,0,0,0,0,0,endpoint,0,233.7,5,1,1,1
host_5360,54,8.83,1,1,0,0,0,server,0,266.51,17,1,3,1
host_5361,74,2.97,3,1,1,0,0,server,0,249.82,6,1,3,1
host_5362,22,8.24,2,0,0,0,0,endpoint,0,279.95,1,1,1,1
host_5364,65,0.99,0,0,0,1,1,server,0,330.55,8,1,3,1
host_5365,64,7.58,2,0,0,0,0,server,1,292.87,2,1,3,1
host_5367,4,2.74,3,0,0,0,0,endpoint,0,342.04,21,1,1,1
host_5369,15,9.76,3,0,0,0,0,server,0,331.91,14,1,3,1
host_5370,76,8.63,1,0,0,0,0,endpoint,0,238.99,13,1,1,1
host_5371,22,8.1,1,1,0,0,0,server,0,360.26,10,1,3,1
host_5372,86,1.28,0,0,0,0,1,endpoint,0,322.71,6,1,1,1
host_5373,47,7.55,0,0,0,0,0,endpoint,0,352.8,13,1,1,1
host_5374,81,2.15,0,0,0,0,1,server,0,360.75,6,1,3,1
host_5375,93,9.77,0,0,1,0,0,server,0,306.71,11,1,3,1
host_5377,14,3.52,1,0,0,0,1,endpoint,0,238.48,18,1,1,1
host_5378,50,4.29,1,1,0,0,0,server,1,315.99,19,1,3,1
host_5379,20,8.24,2,0,1,0,0,router,0,323.44,5,1,2,1
host_5380,50,7.66,0,1,0,0,0,router,0,260.31,22,1,2,1
host_5383,43,8.36,1,0,1,0,0,server,0,308.22,14,1,3,1
host_5385,12,8.02,0,1,0,0,0,router,0,250.22,19,1,2,1
host_5386,40,9.47,0,1,1,0,0,server,1,352.82,21,1,3,1
host_5388,94,0.46,0,0,0,0,1,router,1,258.11,16,1,2,1
host_5389,38,3.45,1,0,0,0,1,endpoint,0,354.19,11,1,1,1
host_5392,56,7.29,3,1,0,0,0,router,0,275.22,8,1,2,1
host_5393,90,5.67,2,1,0,0,0,endpoint,1,280.34,9,1,1,1
host_5395,13,6.55,1,0,0,1,1,server,0,293.29,5,1,3,1
host_5396,77,6.85,1,0,1,0,1,endpoint,0,256.13,20,1,1,1
host_5397,66,9.32,3,0,0,0,1,IoT,0,345.06,21,1,0,1
host_5398,37,1.47,7,0,0,1,0,router,0,327.74,6,1,2,1
host_5399,49,6.92,3,0,0,0,1,IoT,0,222.2,20,1,0,1
host_5400,66,9.11,1,0,0,0,0,IoT,0,285.25,12,1,0,1
host_5403,26,1.71,1,1,0,0,0,endpoint,1,251.12,4,1,1,1
host_5404,75,8.67,3,0,1,0,0,endpoint,0,319.85,3,1,1,1
host_5405,72,3.94,1,1,0,0,1,endpoint,0,280.5,19,1,1,1
host_5406,40,9.25,2,1,0,0,0,server,1,327.88,2,1,3,1
host_5407,43,8.48,2,0,0,0,0,endpoint,0,336.32,23,1,1,1
host_5408,22,3.77,2,1,0,0,0,endpoint,1,403.76,21,1,1,1
host_5410,8,0.27,1,0,0,0,1,server,1,412.43,18,1,3,1
host_5411,29,2.63,3,0,0,0,1,endpoint,0,380.21,8,1,1,1
host_5412,40,7.1,2,0,1,0,0,endpoint,0,308.72,14,1,1,1
host_5415,81,8.09,1,1,0,0,1,endpoint,0,309.62,14,1,1,1
host_5417,55,4.61,2,0,0,1,1,server,0,391.89,5,1,3,1
host_5419,46,3.41,3,0,0,0,0,router,0,392.69,3,1,2,1
host_5420,62,9.55,3,0,0,0,0,server,0,272.4,0,1,3,1
host_5421,7,6.97,3,1,0,0,0,endpoint,0,272.87,3,1,1,1
host_5423,45,5.11,2,0,0,0,0,server,1,222.19,11,1,3,1
host_5424,59,1.59,3,0,0,0,1,server,0,260.01,12,1,3,1
host_5426,48,6.73,0,0,0,0,0,IoT,1,230.06,3,1,0,1
host_5427,27,9.25,0,1,0,0,1,server,0,285.92,7,1,3,1
host_5428,53,8.16,2,0,1,0,0,router,0,301.16,9,1,2,1
host_5432,35,1.02,1,0,0,0,0,endpoint,1,344.75,23,1,1,1
host_5435,37,2.64,2,0,1,0,1,endpoint,0,310.77,20,1,1,1
host_5436,81,6.43,5,0,0,0,0,server,0,194.3,11,1,3,1
host_5437,95,7.03,1,0,0,0,0,router,0,401.29,15,1,2,1
host_5439,8,7.58,1,0,1,0,0,endpoint,0,318.72,2,1,1,1
host_5442,94,8.04,1,0,0,0,0,server,0,381.13,10,1,3,1
host_5444,53,9.08,3,0,0,0,0,server,0,336.76,4,1,3,1
host_5448,64,6.6,2,0,0,1,1,endpoint,0,273.87,12,1,1,1
host_5449,42,8.33,2,0,1,0,1,server,0,293.23,13,1,3,1
host_5450,94,7.26,1,1,1,0,0,endpoint,0,245.42,21,1,1,1
host_5451,29,7.9,2,1,1,0,0,IoT,0,324.44,5,1,0,1
host_5452,19,2.89,1,0,1,0,1,endpoint,0,246.51,2,1,1,1
host_5454,98,6.27,3,1,1,0,1,server,0,312.12,5,1,3,1
host_5455,50,5.53,4,0,0,0,0,endpoint,1,284.44,14,1,1,1
host_5456,71,9.61,3,0,0,0,0,server,0,311.24,16,1,3,1
host_5457,58,1.87,5,1,0,0,0,endpoint,0,347.88,8,1,1,1
host_5459,20,5.73,1,0,1,0,1,server,0,293.84,18,1,3,1
host_5460,50,8.68,0,0,1,0,0,IoT,0,293.07,6,1,0,1
host_5461,88,9.29,1,0,0,0,0,router,0,301.76,9,1,2,1
host_5462,10,3.36,3,1,0,0,1,endpoint,0,376.67,10,1,1,1
host_5463,32,0.67,0,0,0,0,1,server,0,352.06,17,1,3,1
host_5465,15,3.94,5,1,1,0,0,router,0,273.59,9,1,2,1
host_5466,84,9.86,1,0,0,1,0,endpoint,0,335.64,5,1,1,1
host_5467,3,4.31,0,1,0,1,1,endpoint,0,421.5,11,1,1,1
host_5468,37,3.06,1,1,0,0,1,endpoint,0,296.73,23,1,1,1
host_5469,40,3.65,1,0,0,0,1,router,0,300.48,19,1,2,1
host_5471,40,8.22,1,1,0,0,1,endpoint,0,374.34,9,1,1,1
host_5474,11,9.66,3,1,0,0,1,endpoint,0,361.49,13,1,1,1
host_5476,8,7.43,0,0,0,0,0,endpoint,0,420.13,1,1,1,1
host_5477,93,3.56,0,1,0,0,0,router,1,210.93,15,1,2,1
host_5481,10,5.01,3,0,1,0,0,endpoint,0,297.05,16,1,1,1
host_5482,39,2.32,0,0,0,0,1,server,0,195.94,4,1,3,1
host_5485,36,6.5,4,0,0,0,1,IoT,0,197.46,9,1,0,1
host_5486,13,9.04,1,0,0,0,0,server,0,263.67,13,1,3,1
host_5488,36,2.17,0,0,0,1,0,server,1,394.59,16,1,3,1
host_5489,26,8.44,1,0,0,0,1,router,0,353.61,6,1,2,1
host_5491,4,0.79,4,1,1,0,0,endpoint,0,297.67,20,1,1,1
host_5495,38,9.41,1,0,1,0,0,endpoint,0,281.56,5,1,1,1
host_5496,88,7.62,1,1,0,0,0,server,0,215.14,7,1,3,1
host_5498,22,2.39,4,0,0,0,1,server,0,266.75,5,1,3,1
host_5499,2,1.19,0,0,0,0,0,server,1,252.95,18,1,3,1
host_5500,31,8.71,2,1,0,0,1,IoT,0,278.75,19,1,0,1
host_5501,11,0.06,3,0,0,0,0,server,1,325.4,23,1,3,1
host_5507,64,8.5,2,0,0,0,0,endpoint,0,243.23,18,1,1,1
host_5509,40,1.46,3,1,0,0,0,server,0,236.33,18,1,3,1
host_5510,24,7.26,4,0,0,0,0,router,0,374.94,17,1,2,1
host_5516,17,7.34,1,1,0,0,0,router,0,196.3,22,1,2,1
host_5517,65,9.38,1,0,0,0,0,router,0,236.76,8,1,2,1
host_5523,56,4.36,1,0,0,0,1,endpoint,0,324.01,11,1,1,1
host_5525,9,1.21,2,0,0,0,1,router,0,331.38,10,1,2,1
host_5527,13,5.08,4,1,1,0,0,IoT,0,324.74,20,1,0,1
host_5528,89,3.16,2,1,0,0,1,endpoint,0,331.08,14,1,1,1
host_5529,48,9.91,0,0,0,0,0,server,0,323.54,12,1,3,1
host_5531,76,8.7,3,1,0,0,1,IoT,0,296.76,2,1,0,1
host_5532,40,8.97,2,1,1,0,0,server,0,271.61,13,1,3,1
host_5533,17,8.36,1,0,0,0,0,server,0,319.42,7,1,3,1
host_5534,15,0.47,4,1,0,0,0,router,0,236.25,3,1,2,1
host_5535,15,9.48,4,0,0,0,1,server,0,277.86,22,1,3,1
host_5536,79,1.29,0,0,0,0,1,router,1,402.21,8,1,2,1
host_5539,13,1.95,2,0,0,0,0,server,1,268.75,1,1,3,1
host_5540,81,1.84,3,0,0,0,0,server,0,229.17,14,1,3,1
host_5541,32,2.88,3,1,0,0,1,IoT,0,266.0,19,1,0,1
host_5542,9,2.48,1,0,0,0,1,endpoint,0,279.97,22,1,1,1
host_5543,40,6.85,1,0,0,0,0,endpoint,1,303.24,14,1,1,1
host_5545,90,5.43,1,0,0,0,1,server,0,334.53,22,1,3,1
host_5546,91,9.86,3,1,1,0,1,router,0,261.71,10,1,2,1
host_5547,85,4.32,3,0,0,1,1,server,1,409.24,3,1,3,1
host_5549,77,9.69,2,0,0,0,0,endpoint,0,283.22,13,1,1,1
host_5550,80,1.38,2,0,0,0,1,endpoint,0,321.9,20,1,1,1
host_5552,63,8.5,0,0,1,1,0,router,1,296.02,21,1,2,1
host_5553,76,9.32,2,0,0,0,0,IoT,1,271.93,20,1,0,1
host_5556,83,9.01,2,0,0,0,1,endpoint,0,374.64,22,1,1,1
host_5559,99,3.76,2,0,0,0,1,router,0,304.25,9,1,2,1
host_5560,48,4.47,5,1,0,0,0,endpoint,0,214.61,5,1,1,1
host_5561,18,7.9,1,1,0,1,0,endpoint,0,369.02,1,1,1,1
host_5562,16,8.02,1,1,0,0,0,endpoint,0,386.7,23,1,1,1
host_5563,55,7.2,4,0,0,1,0,server,1,291.53,15,1,3,1
host_5564,39,0.22,0,0,0,1,1,endpoint,0,299.08,6,1,1,1
host_5566,59,7.47,0,0,0,0,0,IoT,0,302.86,6,1,0,1
host_5568,96,9.45,3,0,0,0,1,endpoint,0,298.26,3,1,1,1
host_5569,62,8.24,2,0,0,1,0,server,0,374.47,7,1,3,1
host_5570,13,6.38,3,0,0,0,0,server,0,366.04,20,1,3,1
host_5571,81,0.62,2,0,0,1,1,server,0,197.78,8,1,3,1
host_5573,83,9.12,0,0,0,0,1,router,0,320.91,4,1,2,1
host_5575,60,8.38,3,0,1,0,0,server,1,285.4,13,1,3,1
host_5577,14,5.7,2,0,0,0,0,endpoint,1,255.83,1,1,1,1
host_5579,54,6.78,2,0,0,0,0,endpoint,1,319.42,22,1,1,1
host_5580,4,8.83,0,0,1,0,0,endpoint,0,214.79,21,1,1,1
host_5581,39,2.35,1,1,0,0,1,endpoint,0,314.8,2,1,1,1
host_5583,25,7.04,3,0,0,0,0,endpoint,0,303.77,17,1,1,1
host_5584,77,1.77,3,0,1,0,0,endpoint,1,289.33,17,1,1,1
host_5587,63,1.41,3,0,1,1,0,router,1,242.51,14,1,2,1
host_5588,38,6.79,1,0,0,1,1,server,0,407.86,11,1,3,1
host_5589,92,7.47,0,0,0,0,0,router,0,318.96,9,1,2,1
host_5594,3,1.26,1,0,0,0,1,server,0,325.41,18,1,3,1
host_5596,80,7.32,2,0,0,1,0,endpoint,0,341.47,6,1,1,1
host_5600,72,9.28,2,0,0,0,0,router,0,253.64,9,1,2,1
host_5602,62,3.29,6,0,0,0,0,endpoint,0,320.15,13,1,1,1
host_5603,57,5.71,1,1,0,0,1,router,0,305.43,7,1,2,1
host_5604,6,2.46,1,0,0,0,0,endpoint,1,350.74,6,1,1,1
host_5606,32,8.32,2,0,1,0,1,endpoint,0,384.5,0,1,1,1
host_5609,3,6.52,3,1,0,1,0,server,0,349.73,23,1,3,1
host_5611,76,1.83,1,0,0,0,1,router,0,283.29,16,1,2,1
host_5612,49,8.94,3,0,0,0,0,endpoint,0,349.14,14,1,1,1
host_5613,59,9.39,0,0,0,0,0,router,0,286.92,19,1,2,1
host_5614,31,7.8,0,0,0,0,1,endpoint,0,245.85,8,1,1,1
host_5615,93,9.21,0,0,0,0,0,router,0,326.91,10,1,2,1
host_5616,69,3.06,3,0,0,0,0,router,0,256.52,16,1,2,1
host_5620,41,8.1,3,0,0,0,0,router,0,298.2,7,1,2,1
host_5621,31,9.84,1,0,0,0,1,router,0,292.16,15,1,2,1
host_5622,85,8.24,0,0,0,0,1,endpoint,0,186.61,0,1,1,1
host_5625,4,1.98,0,0,1,0,1,server,0,252.4,4,1,3,1
host_5629,49,9.34,1,0,1,0,0,server,0,328.75,17,1,3,1
host_5630,20,8.54,1,0,0,0,0,endpoint,0,306.04,10,1,1,1
host_5632,81,1.32,2,0,0,0,1,server,0,345.97,12,1,3,1
host_5635,97,7.91,0,0,1,0,0,IoT,0,376.33,23,1,0,1
host_5639,17,4.06,1,0,0,0,0,endpoint,1,319.83,12,1,1,1
host_5640,24,8.73,0,1,0,0,1,server,0,157.26,10,1,3,1
host_5642,72,8.96,2,0,0,0,0,router,0,322.84,21,1,2,1
host_5644,23,7.38,0,0,0,0,0,endpoint,0,368.19,10,1,1,1
host_5647,8,5.88,1,0,0,1,0,endpoint,1,214.08,12,1,1,1
host_5648,59,5.37,2,0,1,0,0,server,1,293.42,13,1,3,1
host_5649,90,7.86,0,1,0,0,0,endpoint,0,282.29,5,1,1,1
host_5650,59,5.56,0,0,0,0,1,endpoint,0,205.68,4,1,1,1
host_5651,13,8.57,0,1,0,0,1,router,0,237.98,7,1,2,1
host_5652,39,2.33,1,0,0,0,1,server,0,220.51,10,1,3,1
host_5653,28,8.06,1,1,0,0,0,router,0,262.5,6,1,2,1
host_5655,61,8.13,1,0,0,0,1,server,0,312.12,1,1,3,1
host_5656,16,9.4,0,0,0,0,0,endpoint,0,257.74,7,1,1,1
host_5662,96,3.61,3,0,1,0,1,endpoint,0,321.64,1,1,1,1
host_5663,93,8.72,0,0,0,0,0,endpoint,1,252.77,19,1,1,1
host_5664,94,8.77,3,0,0,0,0,endpoint,0,325.21,5,1,1,1
host_5665,82,7.01,1,1,0,1,0,endpoint,0,324.46,17,1,1,1
host_5667,43,7.34,2,0,0,0,1,IoT,0,372.3,15,1,0,1
host_5671,55,9.38,1,0,1,0,0,router,0,307.13,4,1,2,1
host_5672,81,7.24,1,0,0,0,0,server,0,319.83,6,1,3,1
host_5674,83,7.7,1,0,0,0,0,router,0,279.2,1,1,2,1
host_5676,73,7.3,1,0,0,0,1,server,0,338.89,17,1,3,1
host_5677,52,4.11,3,1,0,0,0,IoT,0,290.4,0,1,0,1
host_5678,74,2.8,0,1,0,1,1,IoT,1,366.6,18,1,0,1
host_5679,95,6.1,3,0,0,0,0,router,0,277.49,8,1,2,1
host_5684,33,7.68,3,0,0,0,0,server,0,344.73,7,1,3,1
host_5685,57,8.96,2,0,0,0,0,IoT,0,261.11,21,1,0,1
host_5687,9,9.51,2,1,0,1,0,server,0,315.43,4,1,3,1
host_5689,1,7.88,3,1,0,0,1,router,0,294.79,7,1,2,1
host_5691,99,2.06,3,0,0,0,0,router,0,312.81,5,1,2,1
host_5693,98,7.26,2,0,0,0,0,router,0,395.26,21,1,2,1
host_5694,80,5.11,1,0,0,0,1,endpoint,0,311.84,16,1,1,1
host_5695,9,7.02,1,1,0,0,0,endpoint,0,311.14,0,1,1,1
host_5696,32,4.77,0,0,0,0,1,router,0,275.98,23,1,2,1
host_5699,97,7.31,1,0,0,0,0,server,0,237.03,11,1,3,1
host_5700,78,2.77,3,1,0,0,0,endpoint,0,296.86,23,1,1,1
host_5701,57,7.15,0,0,0,0,0,IoT,0,240.7,23,1,0,1
host_5702,8,3.84,2,0,0,0,0,router,1,336.63,13,1,2,1
host_5703,72,7.71,0,0,1,0,0,server,0,242.02,7,1,3,1
host_5705,62,2.05,1,1,0,0,1,endpoint,0,301.17,12,1,1,1
host_5706,12,6.86,2,0,1,1,1,server,0,346.66,16,1,3,1
host_5707,65,5.6,1,0,0,0,1,server,0,381.33,9,1,3,1
host_5709,62,9.03,4,0,0,0,0,server,0,375.92,9,1,3,1
host_5712,95,2.02,3,0,0,0,0,router,0,388.48,8,1,2,1
host_5716,93,7.69,2,0,0,0,0,server,0,301.85,22,1,3,1
host_5718,85,7.3,3,0,0,0,1,server,0,216.0,6,1,3,1
host_5720,23,3.77,1,0,0,0,1,endpoint,0,280.46,8,1,1,1
host_5722,6,7.59,0,0,0,0,0,endpoint,0,358.17,13,1,1,1
host_5724,50,8.18,1,1,0,0,0,endpoint,1,319.02,3,1,1,1
host_5726,64,8.0,2,0,0,0,0,endpoint,0,325.56,16,1,1,1
host_5733,49,7.05,2,0,1,0,0,endpoint,0,330.07,3,1,1,1
host_5734,21,5.44,2,1,0,0,1,router,0,353.99,8,1,2,1
host_5735,66,5.26,2,1,0,0,0,endpoint,1,271.25,7,1,1,1
host_5736,63,2.92,0,0,0,0,1,router,0,258.67,5,1,2,1
host_5737,83,5.95,4,1,0,0,0,endpoint,0,269.45,11,1,1,1
host_5740,6,7.34,1,0,0,0,0,IoT,0,202.68,15,1,0,1
host_5746,37,3.0,1,0,1,0,1,router,0,375.4,18,1,2,1
host_5749,90,10.0,0,0,0,0,0,IoT,0,252.89,0,1,0,1
host_5750,49,3.89,1,0,0,0,0,server,1,288.42,17,1,3,1
host_5752,36,5.04,3,0,1,0,0,router,0,249.15,7,1,2,1
host_5753,58,1.9,2,0,0,0,0,server,1,359.97,18,1,3,1
host_5754,13,8.76,2,0,0,0,0,IoT,0,262.14,7,1,0,1
host_5756,58,1.92,3,1,1,0,1,server,1,335.82,20,1,3,1
host_5757,32,7.93,0,0,0,0,0,router,0,349.77,5,1,2,1
host_5758,81,0.34,5,1,0,0,0,endpoint,0,294.33,16,1,1,1
host_5759,60,9.83,0,0,0,0,0,endpoint,0,226.82,1,1,1,1
host_5760,83,8.65,0,0,0,0,0,IoT,0,322.05,7,1,0,1
host_5763,56,2.15,1,1,0,0,1,router,0,276.98,1,1,2,1
host_5764,28,2.79,1,0,0,1,1,server,0,328.45,12,1,3,1
host_5765,1,2.41,0,0,0,0,1,server,0,276.46,22,1,3,1
host_5767,82,9.45,1,0,0,0,0,endpoint,1,348.59,23,1,1,1
host_5768,48,4.44,3,1,0,0,0,IoT,0,297.73,9,1,0,1
host_5769,40,6.62,0,0,0,0,1,server,0,372.57,3,1,3,1
host_5771,63,8.72,0,0,0,0,0,endpoint,0,407.97,0,1,1,1
host_5774,88,7.85,2,1,0,0,0,router,0,316.44,15,1,2,1
host_5775,80,8.15,2,1,1,0,1,endpoint,0,264.69,17,1,1,1
host_5776,4,9.27,0,0,1,0,0,endpoint,0,298.94,1,1,1,1
host_5777,38,7.03,2,0,0,0,0,router,0,249.32,11,1,2,1
host_5778,27,2.45,3,1,0,0,0,endpoint,0,320.09,9,1,1,1
