host,open_ports,vuln_score,critical_vulns,service_http_open,service_ssh_open,service_rdp_open,snort_alert,device_type,geo_location_risk,avg_packet_size,scan_hour,label
host_6614,41,4.58,2,0,0,0,0,router,0,373.45,16,0
host_6615,74,0.38,2,1,0,0,0,endpoint,0,326.63,17,0
host_6616,10,4.92,1,1,0,0,0,server,0,252.32,1,0
host_6617,57,8.98,2,0,0,1,0,endpoint,0,372.9,23,1
host_6618,7,1.9,1,0,0,0,0,endpoint,0,397.95,19,0
host_6619,50,9.83,0,1,1,0,0,router,1,194.78,14,1
host_6620,91,8.08,0,0,1,1,0,IoT,0,385.43,20,1
host_6621,52,7.1,1,1,0,0,1,server,0,323.85,9,1
host_6622,33,6.77,1,0,0,0,0,IoT,1,357.39,1,1
host_6623,1,5.87,1,0,0,1,0,endpoint,0,331.63,21,0
host_6624,53,7.21,1,0,0,0,0,IoT,0,326.33,14,1
host_6625,60,4.22,1,0,0,1,0,router,0,273.24,20,0
host_6626,34,8.45,2,0,1,0,0,router,0,229.26,10,1
host_6627,4,6.96,1,0,1,0,0,endpoint,0,290.27,6,0
host_6628,17,7.71,0,0,0,0,1,server,0,318.11,12,1
host_6629,4,7.92,1,0,0,0,0,server,0,311.18,21,1
host_6630,43,0.92,1,0,0,0,0,router,0,354.92,21,0
host_6631,90,0.56,0,0,0,0,0,endpoint,0,350.19,14,0
host_6632,4,8.01,0,0,1,0,1,router,0,329.18,23,1
host_6633,1,2.59,2,0,0,0,0,server,0,312.35,16,0
host_6634,71,5.82,1,0,0,0,0,server,0,337.98,23,0
host_6635,94,4.44,2,1,0,0,0,endpoint,0,371.1,8,0
host_6636,50,0.22,0,1,0,0,0,endpoint,0,337.91,23,0
host_6637,73,0.4,2,0,1,0,0,router,0,322.44,17,0
host_6638,61,8.27,0,0,0,1,1,server,0,243.54,14,1
host_6639,35,6.08,3,0,1,0,1,endpoint,0,274.73,9,1
host_6640,8,5.24,1,1,0,0,0,router,0,318.55,10,0
host_6641,24,9.44,1,1,0,0,0,endpoint,0,325.06,0,1
host_6642,83,1.73,2,0,0,0,0,endpoint,0,242.85,11,0
host_6643,36,2.58,1,0,0,0,0,endpoint,0,357.54,5,0
host_6644,50,7.57,2,0,0,0,1,IoT,0,223.26,9,1
host_6645,43,7.75,1,0,0,0,0,router,0,181.76,19,1
host_6646,27,4.05,2,0,0,0,1,router,0,215.47,1,1
host_6647,32,9.51,2,0,0,0,0,endpoint,0,201.15,18,1
host_6648,78,9.38,1,0,1,0,0,endpoint,0,267.09,12,1
host_6649,18,0.12,0,0,0,0,1,endpoint,0,276.12,22,1
host_6650,28,1.72,1,1,1,1,0,endpoint,0,295.77,8,0
host_6651,29,8.2,1,0,1,0,0,endpoint,0,242.73,10,1
host_6652,16,3.35,0,0,0,0,1,router,0,242.77,6,1
host_6653,99,0.95,2,0,0,0,0,endpoint,0,393.78,6,0
host_6654,47,7.85,2,0,1,0,0,router,0,352.54,21,1
host_6655,59,4.55,4,1,0,0,1,endpoint,0,253.44,14,1
host_6656,31,4.92,2,0,0,0,0,endpoint,0,292.69,15,0
host_6657,4,1.86,3,0,0,0,0,server,0,312.89,11,1
host_6658,37,6.61,1,0,0,0,0,endpoint,0,314.99,18,0
host_6659,17,5.51,1,0,0,0,0,server,0,231.76,11,0
host_6660,39,2.07,1,0,0,0,0,server,0,414.1,18,0
host_6661,48,3.4,0,0,1,0,0,endpoint,0,324.05,3,0
host_6662,46,5.97,1,1,0,1,0,router,0,328.26,13,0
host_6663,90,9.25,4,1,1,0,0,server,0,219.28,18,1
host_6664,48,9.2,1,0,0,0,0,IoT,0,353.95,21,1
host_6665,39,2.88,3,0,0,0,0,endpoint,1,267.98,2,1
host_6666,4,7.36,1,0,0,0,0,server,0,308.43,4,1
host_6667,30,7.76,2,1,1,0,0,IoT,1,289.88,4,1
host_6668,30,8.09,2,0,0,0,0,endpoint,0,334.33,22,1
host_6669,22,5.71,0,0,0,0,0,endpoint,0,330.2,16,0
host_6670,75,0.11,1,0,1,0,1,router,0,279.77,16,1
host_6671,66,7.62,0,1,0,0,0,router,0,367.22,19,1
host_6672,12,1.07,0,1,0,0,0,server,0,273.0,2,0
host_6673,94,1.17,2,0,1,0,0,server,0,260.04,9,0
host_6674,36,6.06,1,0,0,0,1,server,0,312.23,2,1
host_6675,18,9.84,1,1,0,0,0,endpoint,0,259.98,6,1
host_6676,90,2.43,1,0,0,0,0,IoT,0,334.22,16,0
host_6677,53,6.46,4,0,0,0,0,router,0,318.1,23,1
host_6678,71,3.04,0,0,1,0,0,router,0,288.97,19,0
host_6679,1,8.99,2,0,0,0,0,endpoint,0,357.26,18,1
host_6680,58,5.94,1,0,0,1,0,endpoint,0,280.63,4,0
host_6681,90,2.07,1,0,0,0,0,server,1,238.11,9,1
host_6682,87,2.62,1,1,1,0,0,endpoint,0,273.77,14,0
host_6683,90,4.32,0,0,0,0,0,endpoint,0,282.81,20,0
host_6684,6,1.22,3,0,0,0,0,endpoint,0,233.89,11,1
host_6685,70,0.79,0,0,0,0,0,router,0,229.02,17,0
host_6686,44,6.8,2,0,0,0,0,router,0,262.38,15,0
host_6687,72,4.07,2,0,0,0,0,endpoint,0,251.96,15,0
host_6688,24,7.26,2,0,0,0,0,endpoint,0,281.5,5,1
host_6689,86,1.1,2,1,1,0,1,endpoint,0,302.12,10,1
host_6690,19,6.1,2,0,0,0,1,endpoint,0,288.06,12,1
host_6691,18,4.43,3,0,0,0,1,endpoint,0,305.49,4,1
host_6692,95,0.58,3,0,0,0,0,endpoint,0,302.53,7,1
host_6693,30,5.45,1,1,0,0,0,endpoint,0,332.37,14,0
host_6694,42,0.83,0,1,0,1,0,router,0,250.6,17,0
host_6695,33,8.28,5,1,0,0,0,router,0,272.51,20,1
host_6696,74,6.32,2,0,0,0,0,router,0,302.4,15,0
host_6697,12,5.57,0,0,0,0,0,server,0,291.68,23,0
host_6698,94,1.33,0,0,0,0,0,endpoint,0,322.25,15,0
host_6699,27,2.87,0,1,0,0,0,server,0,269.98,7,0
host_6700,39,4.93,3,0,0,0,0,server,0,329.72,14,1
host_6701,9,6.33,1,1,1,0,0,router,0,381.55,19,0
host_6702,21,1.83,1,0,0,0,0,router,0,258.36,14,0
host_6703,76,0.09,2,1,0,1,0,server,0,332.42,5,0
host_6704,29,3.45,2,0,0,0,0,IoT,0,317.71,15,0
host_6705,33,4.83,2,1,0,0,0,server,0,261.13,16,0
host_6706,62,1.84,1,0,0,0,1,endpoint,0,363.11,10,1
host_6707,15,4.92,1,0,0,0,1,endpoint,0,382.62,0,1
host_6708,2,3.38,2,0,1,1,0,endpoint,0,235.23,18,0
host_6709,52,4.55,3,0,0,0,0,endpoint,1,223.63,16,1
host_6710,44,3.47,5,1,1,0,0,endpoint,0,299.3,13,1
host_6711,54,6.28,0,0,0,0,0,server,0,368.51,7,0
host_6712,18,0.43,2,0,1,0,0,IoT,0,150.0,9,0
host_6713,3,1.71,1,0,0,0,0,router,0,248.79,6,0
host_6714,7,4.33,2,1,0,0,0,endpoint,0,306.76,17,0
host_6715,43,3.56,2,0,0,0,0,server,0,220.64,1,0
host_6716,82,3.92,2,0,0,0,0,endpoint,1,303.26,10,1
host_6717,38,8.04,5,1,0,0,0,endpoint,0,313.31,4,1
host_6718,37,8.86,3,1,0,0,0,server,0,360.26,7,1
host_6719,58,2.49,1,1,0,0,0,router,1,283.16,5,1
host_6720,33,8.36,2,1,0,0,0,router,1,356.1,7,1
host_6721,59,4.59,2,0,0,0,0,endpoint,0,261.11,10,0
host_6722,95,2.74,3,0,0,0,1,endpoint,0,199.08,5,1
host_6723,11,9.85,2,0,0,0,0,endpoint,0,375.72,13,1
host_6724,68,8.25,1,0,0,0,0,router,0,294.27,1,1
host_6725,82,9.94,1,0,0,0,1,endpoint,0,306.08,16,1
host_6726,68,1.68,1,0,0,0,0,router,0,208.52,16,0
host_6727,98,1.44,0,0,0,0,1,router,0,289.61,21,1
host_6728,93,5.03,2,0,0,0,0,router,0,343.09,12,0
host_6729,88,6.39,3,1,1,0,0,endpoint,0,273.07,0,1
host_6730,22,1.71,2,0,0,0,0,endpoint,0,318.3,5,0
host_6731,66,8.6,2,1,0,0,0,IoT,0,285.07,6,1
host_6732,44,5.32,2,1,0,0,0,server,0,268.76,19,0
host_6733,6,4.11,1,0,0,0,0,IoT,0,245.83,6,0
host_6734,42,6.02,2,0,1,0,0,server,0,193.06,5,0
host_6735,25,6.35,3,0,0,0,0,endpoint,0,346.51,13,1
host_6736,57,0.43,0,0,1,0,0,endpoint,0,314.46,9,0
host_6737,85,10.0,0,0,1,0,0,router,0,284.8,5,1
host_6738,55,3.64,4,0,0,0,0,endpoint,0,314.47,2,1
host_6739,16,0.62,2,0,0,0,0,endpoint,1,342.83,2,1
host_6740,95,8.52,0,0,0,0,0,server,1,339.77,17,1
host_6741,14,9.93,2,0,1,0,0,server,1,266.09,1,1
host_6742,39,8.16,0,0,0,0,0,server,0,250.39,19,1
host_6743,28,8.52,0,1,1,0,0,IoT,0,214.26,23,1
host_6744,96,6.26,1,1,0,0,0,endpoint,0,296.58,19,0
host_6745,92,9.22,2,1,0,0,0,router,0,280.27,9,1
host_6746,51,0.36,3,1,1,1,0,server,0,334.17,5,1
host_6747,49,7.67,4,0,0,0,0,IoT,1,262.79,6,1
host_6748,9,6.71,0,0,0,0,0,server,0,314.32,10,0
host_6749,58,0.5,3,0,0,0,1,endpoint,0,269.64,19,1
host_6750,45,5.44,0,1,1,0,1,server,0,296.49,1,1
host_6751,22,5.15,0,0,0,1,1,endpoint,0,301.47,22,1
host_6752,32,6.92,1,0,0,0,1,server,0,279.81,5,1
host_6753,69,0.78,0,1,1,0,0,endpoint,0,266.83,21,0
host_6754,87,8.05,2,1,0,0,0,endpoint,0,282.16,2,1
host_6755,69,1.39,1,0,0,0,1,IoT,0,375.32,13,1
host_6756,42,4.19,2,0,0,0,0,endpoint,0,302.41,8,0
host_6757,53,8.81,0,0,0,0,1,router,0,312.03,13,1
host_6758,96,5.61,1,0,0,0,0,router,1,316.91,1,1
host_6759,59,3.8,2,1,0,0,1,server,0,336.6,23,1
host_6760,74,0.48,2,1,0,0,0,endpoint,0,306.78,12,0
host_6761,39,6.72,0,0,0,0,0,server,0,394.55,4,0
host_6762,15,9.87,1,0,0,0,0,router,0,273.38,4,1
host_6763,71,9.12,1,1,0,0,0,server,0,276.38,2,1
host_6764,29,7.17,1,1,0,0,0,endpoint,0,227.39,2,1
host_6765,3,1.05,0,0,0,0,0,endpoint,0,281.27,22,0
host_6766,83,2.39,2,0,0,0,1,server,0,296.9,1,1
host_6767,10,1.87,0,0,1,0,0,server,0,274.53,1,0
host_6768,92,3.55,2,0,0,0,0,endpoint,0,225.66,17,0
host_6769,29,2.36,2,1,0,0,1,endpoint,0,340.39,12,1
host_6770,79,2.44,1,1,1,0,0,server,0,292.62,11,0
host_6771,35,6.17,4,0,0,0,0,router,0,298.97,8,1
host_6772,6,3.19,2,0,1,0,1,router,1,363.21,22,1
host_6773,12,6.77,1,1,1,0,0,server,0,245.65,13,0
host_6774,38,9.48,0,0,0,0,1,router,0,367.53,16,1
host_6775,77,6.38,4,1,0,0,0,endpoint,0,274.51,22,1
host_6776,93,7.52,2,0,0,0,0,endpoint,0,276.06,7,1
host_6777,19,7.52,0,0,0,0,0,endpoint,0,297.88,20,1
host_6778,67,3.31,2,0,0,0,1,endpoint,0,262.9,6,1
host_6779,8,0.15,4,1,1,0,0,endpoint,0,278.47,11,1
host_6780,8,0.55,0,0,1,0,0,IoT,0,317.64,10,0
host_6781,84,2.82,3,0,0,0,0,endpoint,0,294.76,12,1
host_6782,47,6.9,1,1,0,0,1,server,0,389.71,14,1
host_6783,4,9.07,1,1,1,0,0,router,0,355.69,6,1
host_6784,51,9.59,3,0,0,0,0,endpoint,0,259.41,13,1
host_6785,85,0.26,2,0,0,0,0,endpoint,0,403.89,3,0
host_6786,67,9.9,3,0,1,0,0,server,0,172.62,2,1
host_6787,45,3.22,1,0,0,0,0,endpoint,1,329.79,9,1
host_6788,8,8.43,1,1,0,0,0,server,0,256.87,15,1
host_6789,87,1.8,3,1,1,0,0,server,0,264.39,0,1
host_6790,16,0.63,1,0,1,0,0,endpoint,0,280.29,23,0
host_6791,77,3.78,3,1,0,0,0,endpoint,0,333.4,3,1
host_6792,67,8.59,0,0,0,1,0,endpoint,0,198.56,13,1
host_6793,9,2.21,1,0,0,0,0,server,0,295.14,8,0
host_6794,60,1.54,0,0,0,0,1,server,1,287.19,12,1
host_6795,78,9.1,2,1,0,1,0,router,0,368.15,7,1
host_6796,77,9.38,4,0,0,0,0,endpoint,0,418.7,2,1
host_6797,71,0.13,2,0,0,0,0,endpoint,0,293.83,21,0
host_6798,15,7.27,1,0,0,0,0,router,0,319.97,1,1
host_6799,71,3.09,1,1,0,0,1,server,0,413.74,23,1
host_6800,98,3.75,2,1,0,0,0,endpoint,0,305.88,19,0
host_6801,41,4.69,2,0,0,0,1,endpoint,0,369.26,4,1
host_6802,22,4.27,0,0,0,0,1,router,1,416.43,8,1
host_6803,24,5.15,1,1,1,0,0,server,0,278.8,10,0
host_6804,44,5.82,1,1,0,0,1,router,1,286.64,3,1
host_6805,1,4.66,1,1,0,0,0,server,0,363.98,23,0
host_6806,10,7.02,1,1,0,0,0,router,0,274.32,5,1
host_6807,80,7.19,0,0,0,1,1,router,0,256.1,4,1
host_6808,72,4.4,0,1,0,0,0,server,0,321.65,22,0
host_6809,56,1.42,1,1,0,0,1,IoT,0,237.58,1,1
host_6810,89,6.41,0,1,0,0,0,router,0,282.99,0,0
host_6811,50,7.73,0,0,0,0,0,endpoint,1,335.9,4,1
host_6812,12,6.38,4,1,0,0,0,server,0,373.16,20,1
host_6813,89,5.88,1,1,0,0,0,endpoint,0,319.16,19,0
host_6814,81,2.29,1,1,0,0,0,endpoint,1,271.45,20,1
host_6815,60,6.45,1,0,0,0,0,IoT,0,372.85,17,0
host_6816,26,3.35,0,0,0,0,1,endpoint,0,327.32,17,1
host_6817,78,9.2,0,0,1,0,1,router,0,274.68,13,1
host_6818,41,6.54,0,1,0,0,0,endpoint,0,276.9,1,0
host_6819,36,2.78,1,0,0,0,0,router,0,266.9,8,0
host_6820,23,4.73,1,0,0,0,0,endpoint,0,297.82,22,0
host_6821,43,8.47,0,0,1,0,0,server,1,343.04,8,1
host_6822,6,3.35,1,1,0,0,0,router,0,378.23,2,0
host_6823,69,5.25,4,0,1,0,0,endpoint,0,329.21,13,1
host_6824,43,6.8,0,1,0,0,0,endpoint,0,272.95,14,0
host_6825,25,7.55,3,0,0,0,0,router,0,242.05,1,1
host_6826,18,1.74,1,1,0,0,0,IoT,1,317.16,0,1
host_6827,62,5.65,2,1,0,0,1,endpoint,0,420.14,18,1
host_6828,13,9.12,0,1,0,0,0,endpoint,0,259.95,7,1
host_6829,43,9.68,1,0,0,0,0,router,0,230.4,5,1
host_6830,78,6.56,2,0,1,0,1,endpoint,0,331.32,0,1
host_6831,28,9.84,2,0,0,0,0,endpoint,0,265.74,1,1
host_6832,18,5.71,1,0,1,0,0,endpoint,0,286.13,12,0
host_6833,59,4.43,0,1,0,1,1,server,0,237.24,22,1
host_6834,60,5.52,0,0,0,0,0,endpoint,1,230.78,1,1
host_6835,63,1.16,2,0,1,1,0,endpoint,0,260.33,3,0
host_6836,57,4.02,3,0,0,0,0,server,0,290.76,5,1
host_6837,92,4.58,2,1,0,0,0,endpoint,0,291.53,20,0
host_6838,51,8.49,3,0,0,0,0,server,1,372.74,16,1
host_6839,56,7.59,0,0,0,0,0,router,0,239.08,12,1
host_6840,27,6.01,1,0,1,0,1,endpoint,0,297.32,6,1
host_6841,32,3.47,1,0,0,0,0,router,0,309.91,16,0
host_6842,9,1.87,0,0,1,0,0,server,0,291.04,6,0
host_6843,96,3.48,3,0,1,0,0,IoT,0,279.36,2,1
host_6844,84,6.8,1,0,0,0,0,IoT,0,297.6,19,0
host_6845,92,2.63,1,0,1,0,0,endpoint,0,325.92,21,0
host_6846,97,4.27,1,1,0,0,0,server,0,289.53,11,0
host_6847,68,3.87,1,1,1,0,0,endpoint,1,262.26,7,1
host_6848,46,7.66,0,0,1,0,0,router,0,299.99,11,1
host_6849,98,8.84,0,0,0,0,0,endpoint,0,255.16,7,1
host_6850,67,6.99,4,0,1,0,0,router,0,295.82,17,1
host_6851,26,3.42,0,0,0,0,1,server,0,259.97,10,1
host_6852,8,4.33,3,0,0,0,0,endpoint,0,306.65,13,1
host_6853,6,1.43,2,0,0,0,0,endpoint,0,361.79,1,0
host_6854,80,1.68,1,0,0,0,1,endpoint,0,255.01,1,1
host_6855,24,1.64,0,0,0,0,0,server,0,221.07,22,0
host_6856,48,1.31,1,1,0,0,0,router,0,345.96,1,0
host_6857,94,1.8,0,0,0,0,1,endpoint,0,341.77,11,1
host_6858,45,2.03,1,0,0,0,0,endpoint,0,310.51,16,0
host_6859,13,1.12,1,1,0,0,0,server,0,266.18,20,0
host_6860,69,6.4,0,1,1,0,1,server,0,376.66,9,1
host_6861,25,9.9,3,0,0,0,0,IoT,0,328.47,9,1
host_6862,20,8.79,2,0,0,0,0,endpoint,0,246.27,4,1
host_6863,82,0.46,3,0,0,0,0,endpoint,0,265.97,10,1
host_6864,82,4.23,1,0,0,0,0,server,0,286.99,8,0
host_6865,66,8.59,1,1,0,0,0,server,0,362.26,18,1
host_6866,74,1.35,1,0,0,0,0,endpoint,0,282.62,3,0
host_6867,45,8.48,0,1,0,0,0,endpoint,1,202.88,23,1
host_6868,47,5.93,3,1,1,0,0,server,0,228.27,12,1
host_6869,63,9.31,3,0,0,0,0,server,0,272.78,22,1
host_6870,76,8.76,0,0,0,0,0,IoT,0,285.01,16,1
host_6871,77,6.77,0,0,1,0,0,server,0,244.19,13,0
host_6872,55,6.58,1,1,0,0,0,endpoint,0,455.73,3,0
host_6873,75,2.13,1,0,0,0,1,endpoint,1,378.11,2,1
host_6874,19,1.17,1,1,1,0,0,router,0,379.77,20,0
host_6875,35,4.15,0,1,0,0,0,endpoint,0,329.94,2,0
host_6876,53,1.87,1,0,0,0,0,server,0,240.6,19,0
host_6877,26,1.02,1,0,0,0,1,server,0,355.72,21,1
host_6878,14,3.02,1,0,0,1,0,server,0,331.86,13,0
host_6879,45,8.6,2,0,0,0,0,endpoint,0,330.16,13,1
host_6880,44,0.17,2,0,0,0,0,endpoint,0,391.76,22,0
host_6881,88,2.93,2,0,0,0,1,server,0,177.77,22,1
host_6882,65,4.24,4,0,0,0,0,server,0,273.6,17,1
host_6883,51,5.11,2,0,1,0,0,server,0,303.6,0,0
host_6884,43,1.82,0,0,1,0,0,endpoint,0,357.44,17,0
host_6885,86,9.64,1,1,0,0,0,endpoint,0,283.91,6,1
host_6886,23,5.79,2,0,0,0,0,endpoint,0,321.54,3,0
host_6887,56,5.22,0,0,1,0,0,server,1,298.27,10,1
host_6888,19,0.09,1,1,0,0,0,endpoint,0,307.68,3,0
host_6889,82,4.86,1,0,0,0,0,server,0,337.97,19,0
host_6890,76,8.38,1,0,0,0,0,endpoint,0,296.74,3,1
host_6891,55,2.2,3,1,0,0,0,endpoint,0,309.89,8,1
host_6892,92,3.51,3,0,0,0,0,router,0,349.65,9,1
host_6893,92,0.21,1,0,1,0,0,endpoint,0,311.13,20,0
host_6894,60,9.77,0,0,0,0,0,endpoint,0,233.74,5,1
host_6895,59,0.67,3,1,0,0,0,server,0,270.82,21,1
host_6896,33,8.98,1,1,1,0,0,endpoint,0,378.4,1,1
host_6897,19,3.13,2,1,1,0,0,IoT,0,337.28,8,0
host_6898,28,5.88,1,1,0,0,0,endpoint,0,397.74,20,0
host_6899,52,6.79,0,0,0,1,0,server,0,397.98,1,0
host_6900,49,1.41,5,1,0,0,0,endpoint,0,305.82,3,1
host_6901,37,4.44,0,0,1,0,0,router,0,305.91,7,0
host_6902,26,3.25,0,1,0,0,0,endpoint,0,331.07,7,0
host_6903,99,0.57,3,1,0,0,0,server,0,248.13,17,1
host_6904,98,8.33,1,1,0,0,0,endpoint,0,321.57,18,1
host_6905,99,0.45,0,1,0,0,1,IoT,0,348.32,16,1
host_6906,40,6.53,3,0,1,0,0,router,0,302.68,20,1
host_6907,80,3.14,1,0,1,0,0,endpoint,0,250.63,20,0
host_6908,38,1.92,0,1,0,0,0,server,0,284.51,15,0
host_6909,77,6.67,1,1,1,0,1,endpoint,0,306.74,3,1
host_6910,87,5.75,0,0,0,0,0,server,0,226.57,8,0
host_6911,54,3.15,2,0,0,0,0,endpoint,0,283.56,18,0
host_6912,22,5.13,1,0,1,1,0,router,0,330.31,23,0
host_6913,16,2.46,2,1,0,0,0,server,0,336.8,3,0
host_6914,28,8.64,2,0,1,1,0,endpoint,0,277.85,9,1
host_6915,35,3.14,1,0,0,0,0,endpoint,0,274.14,6,0
host_6916,60,2.45,0,0,0,0,0,server,0,305.53,2,0
host_6917,45,7.52,1,0,0,0,0,router,0,302.4,21,1
host_6918,46,0.18,3,1,1,0,0,server,0,357.74,15,1
host_6919,72,2.68,0,0,0,0,1,server,0,313.25,16,1
host_6920,55,3.75,2,1,0,0,1,server,0,282.39,6,1
host_6921,86,8.82,1,0,0,0,0,server,0,126.15,2,1
host_6922,85,9.5,4,0,0,0,1,router,0,319.92,3,1
host_6923,26,7.16,0,0,0,0,0,endpoint,0,290.04,3,1
host_6924,85,4.93,0,1,0,0,0,server,0,285.42,21,0
host_6925,25,6.41,1,0,0,0,0,endpoint,0,330.3,15,0
host_6926,65,4.14,1,1,0,0,0,endpoint,0,260.53,4,0
host_6927,6,2.99,3,0,0,0,0,router,0,205.39,14,1
host_6928,23,9.51,0,1,0,0,1,server,0,297.04,15,1
host_6929,64,1.15,1,1,0,0,0,endpoint,0,241.78,5,0
host_6930,87,3.46,3,0,0,0,0,server,0,313.21,16,1
host_6931,43,8.99,1,0,0,0,1,server,1,287.89,21,1
host_6932,23,7.23,1,0,1,0,0,endpoint,0,241.37,6,1
host_6933,96,0.29,1,0,0,0,0,IoT,0,269.09,3,0
host_6934,30,0.23,2,0,0,0,0,endpoint,0,324.26,13,0
host_6935,77,5.17,0,0,1,0,1,server,0,255.35,9,1
host_6936,18,4.84,3,0,0,1,0,endpoint,0,231.22,16,1
host_6937,87,4.43,2,0,0,0,0,router,0,326.98,14,0
host_6938,79,3.02,2,1,0,0,0,server,0,348.91,17,0
host_6939,97,9.87,2,1,1,0,0,router,0,254.5,22,1
host_6940,21,2.72,2,0,0,0,1,endpoint,0,328.86,14,1
host_6941,57,4.9,0,0,0,0,0,router,0,351.96,22,0
host_6942,23,4.05,1,0,0,0,0,router,0,267.99,22,0
host_6943,91,1.7,0,0,0,0,0,IoT,0,305.02,17,0
host_6944,45,2.03,1,1,0,0,0,endpoint,0,315.64,12,0
host_6945,44,9.18,3,0,0,0,0,router,0,316.1,3,1
host_6946,82,8.58,4,0,0,0,0,endpoint,0,280.64,12,1
host_6947,88,1.99,2,0,0,1,0,IoT,0,262.01,5,0
host_6948,47,8.76,2,0,0,0,0,IoT,0,341.33,20,1
host_6949,40,2.09,2,0,0,0,0,endpoint,0,411.36,3,0
host_6950,51,6.27,2,0,1,0,0,endpoint,0,287.88,7,0
host_6951,42,0.81,2,0,0,0,0,IoT,0,292.94,12,0
host_6952,7,8.8,2,0,1,0,0,endpoint,1,254.53,19,1
host_6953,50,0.52,3,0,0,0,1,endpoint,0,283.48,4,1
host_6954,48,5.55,2,0,0,0,1,server,1,233.29,15,1
host_6955,84,7.8,1,0,1,0,0,endpoint,0,436.96,22,1
host_6956,91,1.17,2,1,0,0,0,endpoint,0,235.41,21,0
host_6957,6,4.04,1,0,0,1,1,IoT,0,271.3,19,1
host_6958,91,0.42,1,0,0,0,0,server,0,271.71,22,0
host_6959,9,6.83,0,0,0,0,0,IoT,0,236.65,6,0
host_6960,57,3.07,0,0,0,1,1,IoT,0,371.25,18,1
host_6961,31,5.59,0,0,0,0,0,server,0,310.46,13,0
host_6962,21,9.33,3,0,0,0,0,endpoint,0,312.32,1,1
host_6963,90,3.06,1,0,0,0,0,endpoint,0,279.8,23,0
host_6964,40,0.49,1,0,0,1,0,server,0,354.41,7,0
host_6965,45,6.76,2,0,0,0,0,endpoint,0,280.21,10,0
host_6966,77,7.87,1,0,1,0,0,endpoint,0,343.77,12,1
host_6967,49,9.58,1,1,0,1,0,router,0,236.36,2,1
host_6968,87,1.58,2,1,1,0,0,endpoint,0,360.91,13,0
host_6969,20,3.92,0,0,0,0,0,server,0,274.39,6,0
host_6970,92,8.44,1,1,1,0,0,server,0,351.48,19,1
host_6971,17,8.07,3,0,0,0,1,IoT,0,258.95,21,1
host_6972,28,6.25,4,0,0,0,0,server,0,319.86,10,1
host_6973,41,2.69,0,0,0,0,0,endpoint,0,336.84,4,0
host_6974,66,2.84,2,0,1,0,0,server,0,337.17,8,0
host_6975,25,1.24,4,0,0,0,0,endpoint,0,282.73,4,1
host_6976,58,9.22,4,0,0,0,0,endpoint,0,346.11,11,1
host_6977,41,1.73,2,0,0,0,0,server,0,251.45,6,0
host_6978,6,5.73,3,1,0,0,0,endpoint,0,298.64,4,1
host_6979,75,5.84,2,1,1,0,0,router,0,360.05,17,0
host_6980,38,3.7,2,1,0,0,0,endpoint,0,334.36,8,0
host_6981,6,3.53,1,1,0,0,1,server,0,265.48,6,1
host_6982,45,6.69,4,1,0,0,0,router,0,440.79,2,1
host_6983,75,3.88,2,0,0,1,0,server,0,338.0,7,0
host_6984,14,2.55,0,0,0,0,0,endpoint,0,368.81,8,0
host_6985,66,3.99,1,1,0,0,1,server,0,267.93,18,1
host_6986,40,8.08,0,0,1,0,0,endpoint,0,344.07,8,1
host_6987,3,9.66,2,1,0,0,0,endpoint,0,255.67,0,1
host_6988,99,6.36,3,0,1,1,0,server,0,330.36,12,1
host_6989,97,7.82,0,0,0,0,0,server,0,325.31,9,1
host_6990,24,5.33,0,1,0,0,0,endpoint,1,333.54,10,1
host_6991,19,6.25,1,0,0,0,0,router,0,239.61,4,0
host_6992,18,9.88,1,0,0,1,0,endpoint,0,351.39,23,1
host_6993,64,4.38,0,1,0,0,0,router,0,327.08,22,0
host_6994,88,0.66,1,0,0,0,0,router,0,283.35,15,0
host_6995,35,9.57,0,0,1,0,0,router,0,404.41,3,1
host_6996,62,7.93,3,1,1,0,0,endpoint,0,261.6,0,1
host_6997,1,3.98,4,0,0,0,0,endpoint,0,303.41,16,1
host_6998,25,9.82,3,0,0,0,0,endpoint,0,274.04,11,1
host_6999,45,3.46,3,1,0,0,0,endpoint,1,305.33,6,1
host_7000,49,3.72,0,0,0,0,0,endpoint,0,238.23,11,0
host_7001,98,6.1,2,0,0,0,0,endpoint,0,387.47,5,0
host_7002,89,2.74,3,0,0,0,0,server,0,235.57,4,1
host_7003,16,6.99,1,0,0,0,1,endpoint,0,215.67,6,1
host_7004,98,1.53,1,0,0,0,0,server,0,361.03,13,0
host_7005,93,1.08,2,0,0,0,0,endpoint,0,325.84,5,0
host_7006,19,5.35,3,0,0,0,0,endpoint,0,254.25,2,1
host_7007,23,5.55,0,0,0,0,0,router,0,304.13,10,0
host_7008,83,1.07,4,1,0,0,1,endpoint,0,291.3,17,1
host_7009,25,9.64,2,1,0,0,0,router,0,394.93,9,1
host_7010,16,5.73,1,1,0,0,1,endpoint,0,377.46,16,1
host_7011,54,1.51,2,0,0,0,0,endpoint,0,310.07,8,0
host_7012,73,3.11,2,1,0,1,1,endpoint,0,318.62,8,1
host_7013,1,8.0,0,0,0,1,0,server,0,262.74,17,1
host_7014,42,5.23,3,0,0,0,0,server,0,320.2,11,1
host_7015,19,1.88,1,0,0,0,0,endpoint,0,319.38,6,0
host_7016,97,1.03,1,1,1,1,1,server,1,339.04,15,1
